tem_00974_01015467916	ఈ తతంగం చూడడానికి చాల భయానకంగా వుంటుంది
tem_09015_01512480796	ఇప్పుడు రోజులు మారేయి
tem_00682_01142345853	విశాఖపట్నం భారత దేశంలోని ఆంధ్ర ప్రదేశ్‌ రాష్ట్రంలోని ప్రముఖ నగరము
tem_09222_01921048633	ముందు అగస్త్యాజ్ఞ భుజించమని చెప్పాడు
tem_02812_02044026148	వాటి లింకుల కోసం ఏనుగు అయోమయ నివృత్తి చూడండి
tem_09525_01009418977	ఇది కుటుంబానికి చెందిన చిన్న చోటు\n
tem_08680_01270591275	ఈ ప్రమాదం జరిగిన కొన్ని నెలల తర్వాత దీన్ని గురించి కొన్ని మూల గ్రంథాలు కూడా రాయడం జరిగింది
tem_00974_01567287381	ఇందులో వంద రూపాయిలు పెట్టుబడిగా పోతుంది
tem_00682_01124175473	తెలుగు సినిమా ప్రాజెక్టు నిర్మాణంలో ఉన్న బొమ్మ
tem_02769_01786297256	వీరికి ఒక కుమారుడు మరియు ఒక కుమార్తె
tem_09015_01209320113	ఈ ఉపయోగాలు వివాదస్పదంగా ఉన్నాయి
tem_03338_01778390756	ఆదిలాబాదు నుండి నలభై ఏడు కిలోమీటర్ల దూరంలో ఉంది
tem_08680_01606234167	ఇక్కడ జిల్లా ప్రజా పరిషత్ ఉన్నత పాఠశాల ఉన్నది\n
tem_09222_01703046950	మొయినాబాద్‌ ఆంధ్రప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలం
tem_08377_00606471153	సూర్యగ్రహణమునకు సూర్యుని గ్రహించుట\n
tem_00682_01000111462	స్పష్టతతో గూడినది వివరించాడు
tem_03338_00368896747	కిప్సన్ అండ్ చిట్వుడ్
tem_02769_01248688961	ఇదంతా ఒకప్పటి సంగతి
tem_06359_00054733629	వారికి నాలుగురు పిల్లలు
tem_00682_00147929690	తంజావూరు దక్షిణ భారత దేశము నందలి తమిళనాడు రాష్ట్రములోని ఒక పట్టణము
tem_09584_01489049719	గుంతలో తేమ ఎప్పుడూ తగినంత ఉండాలి
tem_05479_01055015616	ఆళ్వారు అనిన కాపాడువారు అని వ్యుత్పత్తి\n
tem_09015_00272299026	ఇదంతా ముందే నిర్ణయించబడింది
tem_08680_01889773672	ఆయన కొన్ని పాటలకు సంగీతం కూడా సమకూర్చాడు\n
tem_08680_02034047958	ఈనడానికి పదునయిదు నుండి ముప్పై నిమిషములు పడుతుంది\n
tem_07220_00763452592	ఈ నవలామాలికలోని నవలలు మొత్తం పన్నెండు
tem_09015_00905303996	ఒక్కొక్కరే వారంతా అలసి పోయి తొలగి పోయారు
tem_08680_00994510562	సోమవారం గ్రామోత్సవం నిర్వహించినారు\n
tem_06917_02028893316	గూడెం అదిలాబాదు జిల్లా బెజ్జూర్‌ మండలానికి చెందిన గ్రామము
tem_04272_01980702377	మా ఊరు పేరు జత చెయ్యండి
tem_04272_00703840193	ఇది వరకే మీ ఊరు గురించిన వ్యాసం ఉండవచ్చు
tem_05425_01829988662	బాపట్ల ఇంజనీరింగ్ కళాశాలలో భాగం కాదు
tem_08377_00048628250	ఈ వ్యాసం పశ్చిమ గోదావరి జిల్లాలో ఏలూరు సమీపంలోని గ్రామం గురించి\n
tem_06917_00544463935	శ్రీకాకుళం మండలం ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని శ్రీకాకుళం జిల్లాకు చెందిన ఒక మండలము
tem_03338_00219762348	స్వర్గం ఇక్కడే వుంటుంది
tem_05479_00566501543	దీని వృక్ష శాస్త్రీయ నామం\n
tem_00113_01741123074	పిన్ కోడ్ అయిదు లక్షల తొమ్మిది వేల మూడు వందల ముప్పై తొమ్మిది
tem_04771_00597594427	అయిదు వందల అడుగుల్లో
tem_09015_00728950763	దీనికి ప్రమాణం ఎర్గ్/సెకను
tem_09015_01624410900	ఇక అక్కడినుండి అసలు కథ మొదలవుతుంది
tem_09015_01673110990	వీటి మాంసమును విక్రయిస్తారు
tem_02769_00678461907	తాజా పరిణామాల నేపథ్యంలో
tem_07220_00060275211	జిల్లకు బీజపూర్ కేంద్రంగా చేయబడింది
tem_06359_00146994317	అంగ వంగ దేశాలనుండి రత్నాలు తెచ్చాడు
tem_04771_00502132947	మీ గమ్యస్థానం ఎడమవైపున ఉంది.
tem_09015_00138143419	కొందరికి పగటిపూట ఏ ఇబ్బందీ ఉండదు
tem_04272_02022451803	ప్రధాన రాజకీయ పార్టీలు కాంగ్రెస్ తెలుగు దేశం తెరాస
tem_08680_01104332501	మీ వీక్షణ జాబితాను మార్చడానికి మీరు లాగిన్‌ అయి ఉండాలి\n
tem_06582_00459177394	కపిల గోవు దానం చేయాలి
tem_05479_01517528010	ఈ సినిమాల జాబితా పెట్టింది నేనే\n
tem_00682_01395247164	ఈ పట్టణం హసన్ జిల్లాకు రాజధాని కూడా
tem_06917_00382378593	నెల్లూరు జిల్లా కోట మండలం లోని గ్రామం
tem_06359_02125756845	కర్పూరం నీటిలో కరగదు
tem_05479_00844691508	ధ్వని ప్లాస్మా లో కూడా ప్రయాణించును\n
tem_00682_01500932293	తొలి టెస్ట్ లోనే శతకం సాధించిన మొట్టమొదటి బ్యాట్స్‌మెన్ గా కూడా రికార్డు సృష్టించాడు
tem_00682_00546682909	మన కంట్లో ఒక కటకం  ఉంటుంది
tem_04272_01210058702	శ్రీకాకుళం కృష్ణా జిల్లా ఘంటసాల మండలానికి చెందిన గ్రామము
tem_08680_00368866639	ప్రతీ నిర్వాహకుడు వికీపీడియా తొలగింపు విధానం చదివి అర్థం చేసుకోవాలి\n
tem_08377_00232160551	ఆచమనం చేసిన తరువాత నోటిని తుడుచుకోవాలి\n
tem_04272_01406148140	ఇదే ఆమె యొక్క ఏకైక సెంచరీ
tem_09015_00349671511	ఈ గ్రామంలో బెనివాల్స్ అధికంగా ఉన్నారు
tem_03338_01223351990	ఇది కళాకారులను ఎంతో ఉత్తేజితులను చేసింది
tem_03338_00297471337	అల్లా ఒక్కడే పూజింపబడుటకు సరియైనవాడు
tem_09525_00804207866	పిన్ కోడ్ అయిదు వందల ముప్పై నాలుగు వందల అరవై ఆరు
tem_08377_01198849117	వారిలో వీర్య సామర్థ్యం తగ్గిపోతోంది\n
tem_00682_00143918275	ఆ ప్రక్రియ ఎలా సాగిందో చూద్దాం
tem_00682_00911062561	ఇది ముగ్గురు కళాకారులచేత చెప్పబడుతుంది
tem_03338_01770199649	మిగిలిన దర్శకత్వ బాధ్యతలను కెఎస్ఆర్
tem_00974_01903008631	వాటిలో రెస్టారెంట్ విభాగం కూడా ఉండొచ్చు
tem_09222_00284070018	దీని ఇంధన సామర్థ్యము సుమారు ఎనభై రెండు గ్యాలన్లు
tem_02812_00299325147	గ్రామ విస్తీర్ణం తొమ్మిది వందల నలభై హెక్టారులు
tem_04771_00237641118	దయచేసి సమస్యను వివరించండి
tem_00682_01537231382	నారాయణ భట్టు వాఙ్మయదురంధరుడు
tem_00682_00193306515	అతిక్రమము చేయువారిలో ఎంచబడినవాడాయెను
tem_08680_01023816307	గ్రామ విస్తీర్ణం ఏడు వందల ముప్పై ఏడు హెక్టారులు\n
tem_03338_00242891212	అవిక్షత్తు కుమారుడే మరుత్తు
tem_09525_00572443397	ఫిరోజ్ సరిగ్గా అరవై సంవత్సరాలు జీవించారూ
tem_09584_00545677505	సూర్యగ్రహణముకు సూర్యుని గ్రహించుట
tem_09222_01653945627	దానికి ముందు ఒక విభిన్నమైన విధానం ఉండేది\n
tem_00682_00484853089	శ్రీకాకుళం జిల్లాలో ఇది ఒక లోక్‌సభ స్థానము
tem_05425_01154922764	వరంగల్ జిల్లా కు ముఖ్య పట్టణం వరంగల్
tem_09584_01344530762	ఆమెను మానసిక చికిత్సాలయంలో చేర్పించారు
tem_00682_00185834466	రక్తము తీయు
tem_04272_00010577771	ఇది కాళిదాసు యొక్క మొట్టమొదటి నాటక రచన
tem_05425_01442351026	చరిత్రలో మొట్టమొదటి సారిగా భారతదేశపు ప్రస్తావన వచ్చింది ఇక్కడే
tem_03338_00929828687	నా పేరు సాక్షి
tem_05425_01571122760	ఇంకో విషయం నా పేరే తప్పుగా వ్రాశారు
tem_05479_02067865176	వ్యవసాయం కొరకు కృష్ణా నది నుండి ఈ గ్రామము మీదుగా ఒక కాలువ కలదు\n
tem_03338_00591945921	ఆమె మొదట హవాయిలో పెరిగింది
tem_03338_01677924443	దీని ముందు డిడిటి చేసే హాని చాలా తక్కువ
tem_02812_00395498021	ఇట్స్ ఫ్రీ టు బికమ్ ఏ మెంబర్
tem_07220_01912321828	మిగిలిన వారు అక్కడే నిలబడ్డారు
tem_04272_00951528617	భారత్ లో తపాలా కోడ్ ల విభజన
tem_04272_00503091795	కావలి శ్రీకాకుళం జిల్లా సంతకవిటి మండలానికి చెందిన గ్రామము
tem_03338_02127978849	ఈ దుంప మార్పు చెందిన కొమ్మ
tem_03338_01333230072	వాని మీద మంచి తప్పు మోపినారు
tem_07220_01097420881	బిస్మిల్లాఖాన్ సరస్వతీ దేవి భక్తుడు
tem_09015_00010795377	వారి పోకడ వేరు
tem_06582_01945991188	ది డిఫెన్స్ ఆఫ్ ఇండియా
tem_02812_01710187261	కాళ్ళు మెల్లగా వెనుకకు వదలాలి
tem_05425_01210540347	ఆయన విద్యాభ్యాసం పూర్తిగా అక్కడే జరిగింది
tem_00682_01264324394	ఇంటర్నేషనల్ క్రిమినల్ కోర్ట్
tem_05425_01617116172	ఇది తెలుగు సంవత్సరంలో ఐదవ నెల
tem_00682_01392442483	కాని మనకు వ్రాసే అలవాటు తక్కువ
tem_00682_00025627195	పెళ్ళి దాకా వెళుతుంది
tem_08680_01676353383	విశాఖపట్నం ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని విశాఖపట్నం జిల్లాకు చెందిన ఒక మండలము
tem_04272_00671813870	కాని ఈ గ్రామానికి ఎటువంటి వసతులు లేవు
tem_08680_00954356070	పిన్ కోడ్ అయిదు లక్షల అయిదు వేల నాలుగు వందల అరవై ఏడు
tem_06359_01052831817	అర్జునుడు దానిని కూడా విరిచాడు
tem_02812_01313978443	ఈ ప్రమాదం జరిగిన కొన్ని నెలల తర్వాత దీన్ని గురించి కొన్ని మూల గ్రంథాలు కూడా రాయడం జరిగింది
tem_04272_00511474685	ఇంగ్లీషు వికీపీడియా కూడా అంతకు కొద్ది రోజుల ముందే పరిచయం
tem_08680_01286716975	దాసరి నారాయణరావు ప్రభుత్వ మహిళా డిగ్రీ కళాశాల ఉన్నది\n
tem_03338_00916710280	దొర గడీ నాశనం చేశారు
tem_07220_01308230746	ఇది ఒక తెలుగు సినిమా గురించిన వ్యాసం
tem_02812_00729240802	కావున దీనిని తెల్లమద్ది అంటారు
tem_04272_01979485375	ఒక నటుడిగా ఆయన పౌరాణిక సాంఘిక చారిత్రక జానపద పాత్రలు చేసాడు
tem_00974_02024148281	రాజ్యానికి వారసులు లేక వారు చింతిచేవారు
tem_06917_01706613214	అది నిజం పేరు కాకపోయినా సరే వివరాలకు ఇక్కడ చూడండి
tem_06885_00268822275	అక్కడ మొదటి సంవత్సరం బిటెక్
tem_03338_02004700393	వేరెవ్వరు రారు కూడ
tem_00682_01066137633	ఇది ఒక సాంప్రదాయము
tem_04771_00136455886	మీరు చేరుకున్నారు.
tem_05425_00135768006	నిజం చెప్పాలంటే వికిపీడియా నాకు కొత్త
tem_05479_00840516651	వాటి లింకుల కోసం శ్రీకాకుళం అయోమయ నివృత్తి చూడండి\n
tem_02812_01071228171	అందులో రెండు నంది అవార్డులు కూడా ఉన్నాయి
tem_05425_01631528186	ఇది ఊరిలో గల పురాతన దేవస్థానము
tem_08680_02026528985	నేను సోనీ తిరిగి ఏం నా పునరుద్ధరణ కోసం\n
tem_00682_00630380706	లక్ష్మీరాజ్యం తెలుగు సినిమా రంగస్థల నటి మరియు నిర్మాత
tem_08680_01431185716	అలాంటి అంశాలు మనిషిలోనూ ఉంటాయి\n
tem_04272_01876017014	ఇది కేవలం తొలి సమాచారం మాత్రమే
tem_04272_01284695123	హిందూ మతం చాళుక్యుల పరిపాలన కాలంలో రాజ్య మతం
tem_02769_00604632440	అనంత పద్మనాభుడి ఆలయం అత్యంత పురాతనమైనది
tem_02812_01342462826	గొంతుకపోక గొంతునబడి
tem_09222_00658018344	మొదట్నుంచీ బెజవాడ రాజరత్నం గాయని
tem_09222_00448917915	ఎంబీఏ కూడా అక్కడే చదివాడు
tem_07220_01685367985	కాని ఆ ప్రేమను మనసులోనే దాచుకుంటుంది
tem_00682_01508141552	ఒక అర్ధణాకు కుంచం నిండా ఉప్పు ఇచ్చేవారు
tem_00974_01062944855	ఇందు ప్రఖ్యాతి వహించినది దర్బారుగుహ
tem_02812_01996616162	దీని వృక్ష శాస్త్రీయ నామం
tem_07486_01629793425	పాంపీ కళ హాలీవుడ్ కళ వంటిది కాదు
tem_00974_00118173300	రంగారావు బహుముఖ ప్రజ్ఞాశాలి
tem_06359_01582115325	గరుడ బేతరాజు క్రీ
tem_09015_00047808479	అతను వంట సామగ్రి వాహనాన్ని నడుపుతాడు
tem_04272_00145832465	బజార్‌హథ్నూర్‌ ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని అదిలాబాదు జిల్లాకు చెందిన ఒక మండలము
tem_04272_00855563460	రంగారావు గారికి ఇద్దరు కుమారులు ఒక్క కుమార్తె
tem_00682_01440888206	నగరం అంతా ఆ రోజు పండుగ వాతావరణంలో ఉంది
tem_03338_01697588410	రుక్మాంగద రుబాయిలు అయిదు
tem_08680_02112907125	రెండస్తుల భవనాలు పూర్తిగా నీట మునిగాయి\n
tem_02812_00837744903	కృష్ణయ్య చేసిన ప్రయత్నం ఫలించలేదు
tem_08680_01936427881	ఇప్పటి జిల్లా పరిషత్ అధ్యక్షుడు రామచంద్రా రెడ్డి దీనికి శంఖుస్థాపన చేసినాడు
tem_09222_00431192360	వాటిని మీకు చెప్తాను
tem_09015_01004903544	ఆ పైన చుట్టూ రెండు చెంచాలు నూనె వెయ్యాలి
tem_09015_00577992382	కర్ణుడికి ఏదో అసంతృప్తి
tem_03338_00755146676	పిన్ కోడ్ అయిదు లక్షలు తొమ్మిది వేల వందలు అయిదు
tem_00682_01878996051	సత్యంబులచేత మిము మెప్పించెదనంటినా
tem_00682_00879730759	దానితో వారు అక్కడ దేవాలయం నిర్మించారు
tem_09015_02105109658	వారిలో ముఖ్యులు మధు కైటభుడు
tem_05479_00680252835	నంద్యాల పట్టణానికి రైలు సౌకర్యం మరియు బస్సు సౌకర్యం రెండూ ఉన్నాయి\n
tem_08680_00939048402	ఆయన మధుబనిలోని బిసిఫిలో జన్మించాడు\n
tem_00682_01210254214	అంధుడికి చూపు వచ్చింది
tem_05479_01444826599	మౌనం ఆరోగ్య వృద్ధికి తోడ్పడుతుంది\n
tem_06359_00410258349	దీన్ని బేరింగ్ వంతెన గా పిలుస్తారు
tem_08680_01428134392	దీదీ దీదీ అంటూ వంతరాగాలు పాడుతారు\n
tem_06359_01201769454	భారతదేశము అంతా పాదయాత్ర చేశారు
tem_00974_01092232852	అంతకుముందు ఏ నాయకులను కలువలేదు
tem_00682_00698312187	నిర్ణయించుకునే శక్తి లభిస్తుంది
tem_06917_00729762100	నందమూరి తారక రామారావు పదవిని చేపట్టాడు
tem_05425_01145046217	మీకు ఏమైనా సూచనలు కావాలంటే నా చర్చాపేజీలో తప్పక వ్రాయండి
tem_03338_01831596011	గ్రామాల గణాంక వివరాల లింకులు
tem_03338_01495881929	పిన్ కోడ్ అయిదు వందలు ఇరవై మూడు మూడు వందల ముప్పై ఒకటి
tem_02812_01647737499	దేవా గారి చర్చ పేజీలో ఉన్నది
tem_08377_01281585515	ఐదవ తరగతి వరకు అక్కడే చదివాడు\n
tem_08680_00537546787	ఇష్టంలేకున్నా పర్షియన్ భాషను చదివారు\n
tem_08680_00268427370	ఇదంతా చెలం గొడవ\n
tem_06917_00468839606	అది కాపీహక్కుల ఉల్లంఘన కూడా కావచ్చును
tem_00682_01785958184	బహుశా పురాతన సరస్వతీ నదికి ఓ శాఖ అయి ఉండవచ్చు
tem_02769_01589698399	ఆయన ప్రధాన కార్యాలయం చత్రాలో ఉంది
tem_02769_01529192091	పచ్చ కర్పూరం కుంకుమ పువ్వు మిఠాయి రంగు
tem_06917_00406526103	శాలిగౌరారం ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని నల్గొండ జిల్లాకు చెందిన ఒక మండలము
tem_00974_01050588888	తన పధ్ధెనిమిదివ ఏట నాటకరంగంలోకి ప్రవేశించారు
tem_09015_00136852097	మేము దాన్ని కెలకలూడదని ఇలా జరిగిందేమో
tem_00974_00927368343	ఇందులో పరతత్వం అనగా పరబ్రహ్మం
tem_08377_02030087147	దానస్వభావము కలిగి ఉంటారు\n
tem_06359_00922492021	దీనిని ఆంగ్ల్ంలో బ్లాక్ హోల్ అందురు
tem_03338_01507390677	పిన్ కోడ్ అయిదు వందలు పధ్ధెనిమిది వంద పన్నెండు
tem_09015_00169739831	కాళ్ళు మెల్లగా వెనుకకు వదలాలి
tem_00682_01454969734	కొంచెం చూసే బొమ్మలు అప్లోడ్ చేస్తున్నాను
tem_04272_01573045629	కొద్ది సినిమాలలో బళ్ళారి రాఘవ నటించాడు
tem_04272_01964476357	ఈ గ్రామములో ఒక ఉన్నత పాఠశాల కలదు
tem_05479_01320201258	ఇలా పాటలు పూర్తిగా వ్రాయడం కాపీ హక్కుల ఉల్లంఘన క్రిందికి రావచ్చును\n
tem_00682_01493784829	పని వాడుగా అర్జున్ కూడా పట్నం వస్తాడు
tem_05425_00868105464	మండల ప్రధాన గ్రామం కూడా ఒక గ్రామము కదా
tem_02812_00002142505	ఎందుకు వికీ తెలుగు లో చేరింది వికీ తెలుగు లో తిరుమల పేజి చూసాను
tem_02769_01571233891	ఇది మూర్ఖత్వం కాక మరేమిటి
tem_03338_01528952638	ఇంతలో వేసవి కాలం వచ్చింది
tem_04272_01078995996	చిత్తూరు జిల్లా ఆంధ్రప్రదేశ్ లోని జిల్లా
tem_00682_01234480687	ఈ దేవాలయంలో దేవుని విగ్రహం లేకపోవడం ప్రత్యేకత
tem_00682_01934359049	కానీ వ్యాసం బాగా కనిపించడం కోసం బొమ్మలు స్థానాలు మార్చాను
tem_03338_00004478375	అతడిదైన పాలనా విధానాన్ని ప్రవేశపెట్టాడు
tem_08680_00234645781	ఆమె జూలై పదహారు రెండు వేల తొమ్మిది న సహజంగా మరణించింది\n
tem_02812_00716972356	ఈ వ్యాసాన్ని తటస్థ దృక్కోణం నుండి రాయాలి
tem_09015_00665621986	దేవగిరి యాదవరాజు అత్తిరాలను దర్శించినాడు
tem_09015_01857389697	కాబట్టి కర్మ ఫలితాన్ని వదిలేవాడే త్యాగి
tem_08680_01761836568	తెలుగులో ప్రసిద్ధి పొందిన అనువాదం ఇదే\n
tem_00974_01021909127	పిన్ కోడ్ అయిదు వందలు ఇరవై మూడు రెండు వందలు అరవై ఒకటి
tem_02769_00836321277	అయితే ఆమె నుంచి ఎలాంటి స్పందన రాదు
tem_06359_01227066506	గడువు తీరటానికి అయిదు రోజులు ఉంది
tem_04272_01459408158	కేంద్ర రాష్ట్రాల మద్య అధికార విభజన
tem_00113_00572504339	మామిడి పాలెం కొండమీద రాముల వారి ఆలయం
tem_09015_00275887257	అవధానిగారు ఆ పద్యాలను విని
tem_02812_00791558263	ఇక్కడి ప్రజల జీవనాధారం వ్యవసాయం
tem_05479_01518084861	దేవా గారి చర్చ పేజీలో ఉన్నది\n
tem_07220_01877176977	ఆ వ్యత్యాసాన్ని మనుషులు పాటించాలి
tem_09222_00084200276	కాని ఆమెతో పాటూ శిత్కర్ కూడా ఎక్కాడు
tem_02812_00306881860	మీ వీక్షణ జాబితాను మార్చడానికి మీరు లాగిన్‌ అయి ఉండాలి
tem_04272_00270827199	వరి మరియు ప్రత్తి ఇక్కడ పండించే ప్రధాన పంటలు
tem_09222_01117707784	తెలుగు వికీలో ఈ దేశం గురించిన వ్యాసం\n
tem_09222_00509464430	పార్శ్వనొప్పికి మూలకారణాలు కావు
tem_09222_00975751311	కాకతీయులు నిర్మించిన ఎన్నో కట్టడాలు జిల్లాలో ఉన్నాయి\n
tem_02812_00075283965	లండన్ వెయ్యి తొమ్మిది వందలు అరవై ఒకటి పే
tem_09525_00376016060	మొదట్నుంచీ బెజవాడ రాజరత్నం గారిని
tem_02477_00639919302	దిద్దుబాటు పై సహాయం కావాలంటే వికీపీడియా పాఠం చదవండి
tem_05425_00384950741	కొత్తూరు తూర్పు గోదావరి జిల్లా పిఠాపురం మండలానికి చెందిన గ్రామము
tem_02769_00566344391	దాంతో అతను ఆమెను మరింతగా వెంబడించాడు
tem_04272_01887560873	వినాయకుని మరియు శ్రీరాముని దేవాలయాలు ఒక పార్కు కృష్ణా నది కాలువ ఈ గ్రామంలో ఉన్నాయి
tem_09015_01577920640	అంటే రాజ్యము చేసిన వాడికి నరకము తప్పదు
tem_00682_00030536816	గ్రామానికి విద్యుత్తు సౌకర్యం వున్నది
tem_04272_00719164916	దూరం లో బళ్ళారి జిల్లాలో ఉన్నది
tem_04272_00629732340	పంచాయత్ రాజ్ మంత్రిత్వ శాఖ వెబ్‌సైటులో అనంతపురం జిల్లా తాలూకాల వివరాలు
tem_06359_00565256051	విజేత జట్టుకు దీని నకలు ఇవ్వబడుతుంది
tem_03338_00097667094	విద్యావకాశాల విషయంలోనూ ఇదే జరిగింది
tem_03338_00586626580	మొండి వాళ్ల గురించి వాడే సామెత
tem_09222_00777848518	ఈ గ్రామ ప్రజలు వ్యవసాయము మీద ఆధార పడతారు
tem_07220_01930301648	రోడ్డు బెంగుళూరు జాతీయ రహదారి ఏడు పై ఉంది
tem_05479_00064523257	ప్రభుత్వ పరిశీలనలో ఉంది\n
tem_06359_00734245130	మౌనం ఆరోగ్య వృద్ధికి తోడ్పడుతుంది
tem_03338_01820281723	నన్ను దోచుకొందువటే వన్నెల దొరసాని
tem_08680_00966380346	ఆమ్లతఅసిడిటీ ను తగ్గిస్తుంది\n
tem_05425_00591062403	విశ్వామిత్రుడు చాలా కాలం రాజ్యం చేశాడు
tem_00682_01132380610	భారత డిజిటల్ లైబ్రరీలో పుస్తక ప్రతి
tem_03338_00528832106	తిరువారాధన కాలమందు పోయి సేవింపవలెను
tem_02769_00220015703	హైద్రాబాద్ వరప్రసాద్ రెడ్డి
tem_05479_01341152090	మరి నాడీ మండలం అంటే ఏమిటి\n
tem_00682_01549963578	జయరాజు సింగరేణిపోరాటాలకు సైరనై మోగిండు
tem_05479_01054799387	గ్రామం లోని ప్రజల ముఖ్య వృత్తి వ్యవసాయం\n
tem_00113_01664683389	గ్రామ విస్తీర్ణం మూడు వందల యాభై రెండు హెక్టారులు
tem_09222_01562268410	పుట్టింది నరసాపురం పశ్చిమ గోదావరి జిల్లా
tem_07220_01020959075	వాటి పేర్లు క్రింద ఇవ్వబడ్డాయి
tem_03338_01238125759	వింధ్యా పర్వతము వారి యింటిదేవత
tem_09015_00256755469	ఈ ఊరి జనాభా సుమారు వెయ్యి ఆరు వందలు
tem_06359_01966847577	నియమం నాలుగు స్కోరర్లు
tem_08680_01144749939	స్వాగతం మూసలో మీ అభిప్రాయాలు చదివాను\n
tem_09584_00065576171	అందరూ వైష్ణవులే
tem_08377_02032109442	ప్రెస్ అకాడమీలో వెయ్యి తొమ్మిది వందల అరవై ఎనిమిది సంచిక\n
tem_08377_00782464861	ఇతను ఆఫ్ఘనిస్తాన్ పాకిస్తాన్ మరియు ఉత్తర భారత ప్రాంతాలను పాలించాడు\n
tem_06582_01768262036	ఐదవ తరగతి వరకు ఇక్కడే చదివాడు
tem_02769_01359599525	ఓడ/గెరిసె /బొట్ట మొదలగునవి
tem_05479_01104765378	ఈనాడు ఆదివారం ఇరవై ఒకటి ఏప్రిల్ రెండు వేల పదమూడు
tem_06359_01501663493	తల్లి సరస్వతీ బాలన్
tem_08680_01617398981	ఆగష్టు ఇరవై తొమ్మిది జాతీయ క్రీడా దినోత్సవము\n
tem_00682_00037475720	ఇది భారత సైన్యం యొక్క యుద్ధపతాకం కూడా
tem_06359_00235347535	ప్రేక్షకులను అలరిస్తూ ఘనవిజయం సాధించింది
tem_03338_00904934557	దా ఘటంబున జలం ఉంది
tem_07220_00520107267	బీఎస్సీ వరకు అభ్యసించింది
tem_00682_00759056784	కాటన్ ఇంగ్లండు వెళ్ళిపోయాడు
tem_02812_01457152532	ఆమ్లతఅసిడిటీ ను తగ్గిస్తుంది
tem_02812_01263051826	ఇక్కడ అనేక పురాతనమైన ఆలయాలు ఉన్నాయి
tem_07220_02064068896	అంతమాత్రాన గద్యకావ్యానికి హాని లేదు
tem_05479_00643499480	చూపుకి అతి బీదరాలులా కనిపిస్తుంది\n
tem_00682_00178859941	దసరా ఉత్సవాలు ఇక్కడ ఘనంగా జరుపుతారు
tem_06359_02018243679	మామిడి పాలెం కొండమీద రాముల వారి ఆలయం
tem_07220_00968938859	ప్లీహం పెద్దదై కూడా ఉంటుంది
tem_02812_00857515853	ఈ పేజీ ప్రయోగశాల లో ఓ శీర్షిక పెట్టి చూడండి
tem_09584_00623362162	రాగమయీ రావే అనురాగమయీ రావే
tem_04272_00880127688	ఈ వ్యాసం కడప జిల్లాలోని మండలము గురించి
tem_00682_00166722817	దీని సూచిక
tem_08680_00270754226	సాక్షరతా భారత్ కేంద్రం\n
tem_04272_00557910677	ఇక్కడ ప్రభుత్వ సౌకర్యాలు అన్ని వున్నవి
tem_03338_01805433698	అందుకే అవి రసజ్ఞుల ప్రశంసలు పొందాయి
tem_04272_01316580159	ఈ గ్రామము లో ప్రాధమిక పాఠశాల మరియు ఉన్నత పాఠశాల కలవు
tem_08680_00049123073	కర్ణుడికి ఏదో అసంతృప్తి\n
tem_03338_00237074747	టెస్టులలో అతని అత్యధిక స్కోరు డెబ్బై మూడు నాటౌట్
tem_00113_00679415520	గరుడ బేతరాజు క్రీ
tem_09015_01577533389	కాలమే అందరి కళ్ళూ తెరిపిస్తుంది
tem_02769_00321715288	హుస్సేన్ లు ఈ పత్రికలో బొమ్మలు గీసేవారు
tem_05479_00846081088	వాటిని ఫొటోలు తీసి ఆయా సినిమాలకు సంబంధించిన వ్యాసాలలో ఉంచండి\n
tem_09222_00935961684	మీరు వ్రాసిన ప్రకాశం జిల్లా ప్రముఖుల జాబితా చూశాను
tem_04771_00866799033	రెండు వందల మీటర్‌లలో
tem_08680_00549493494	ఆంధ్రప్రదేశ్ రాష్ట్ర మాజీ ముఖ్యమంత్రి నందమూరి తారక రామారావు రెండవ భార్య నందమూరి లక్ష్మీపార్వతి\n
tem_04272_01085284312	అలా ఒప్పందం ప్రకారం భారత కథా రచన సాగింది
tem_02812_01922988704	నాఫ్స్ అమ్మారహ్ వెయ్యి రెండు వందలు యాభై మూడు
tem_07486_00997892958	పిన్ కోడ్ అయిదు లక్షలు పదునయిదు వేలు ఏడు వందలు నలభై ఒకటి
tem_03338_01891296846	కుంతి దిక్కులు చూసింది
tem_07220_02004435186	ఆ సలహా ప్రకారం తెలుగులోకి డబ్ చేశారు
tem_03338_00132346896	ఈ యుద్ధంలో కర్నూలు ఓటమిపాలైంది
tem_04272_01126910887	ఇక్కడ ముఖ్యమైన పంటలు వరి మొక్కజొన్న
tem_00682_01178028163	సముద్ర మరియు స్కై
tem_06917_00792188381	బాబు దర్శకత్వంలో ఆ చిత్ర నిర్మాణం జరిగింది
tem_00974_00001752609	కోవే రాసినటువంటి స్వయం సహాయక పుస్తకము
tem_09015_00072102535	సోమవారం గ్రామోత్సవం నిర్వహించినారు
tem_02769_00922333900	రక్తంలో కొలెస్టిరాల్ ను కరిగిస్తుంది
tem_00974_01381240832	చదువు మీద శ్రద్ద చూపించే వారు తక్కువ
